economy,ecnmycode,regionwb,pop_adult,wgt,female,age,educ,inc_q,q1a,account,q1b,q2,q3a,q3b,q4,q5,q6,q7,q8a,q8b,q9a,q9b,q9c,q9d,q10a,q10b,q10c,q10d,q10e,q10f,q10g,q11,q12a,q12b,q13a,q13b,q14a,q14b,q14c,q14d,q14e,q15a,q16,q17,q18,q15b,q15c,q15d,q15e,q15a1a,q15a1b,q15a1c
Cambodia,KHM,East Asia & Pacific,10012589.0,1.32137669787846,2,26.0,1.0,2,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,0.0,0.0,0.0,0.0,2,2,2,2,2,2,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,1.90464428979395,1,20.0,3.0,5,1,1,0.0,1.0,2,2,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,2,2,2,2,2,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,0.32920127961135803,2,17.0,1.0,4,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1.0,2.0,2.0,2,2,2,2,2,2,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,0.265398963034293,2,29.0,2.0,4,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,1.04373386309297,1,73.0,1.0,5,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1.0,1.0,2.0,2.0,2,2,2,2,2,2,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,0.268828179050716,2,57.0,1.0,2,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1.0,1.0,2.0,2.0,1,2,2,2,2,2,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,1.36340790438071,1,78.0,1.0,1,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,0.6751313188217459,1,52.0,1.0,4,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,0.0,0.0,0.0,0.0,1,2,2,2,2,2,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,0.669978892521504,2,48.0,1.0,2,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2.0,2.0,2,2,2,2,2,2,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,1.35026263764349,1,47.0,1.0,2,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2.0,1.0,2.0,1.0,1,2,2,2,2,2,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,0.823003199028394,2,22.0,3.0,5,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Cambodia,KHM,East Asia & Pacific,10012589.0,0.995198937799471,1,18.0,1.0,2,2,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,0.0,0.0,0.0,0.0,2,1,1,2,1,2,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
