labeled_question,f_p_yes_adj,m_p_yes_adj,Q1_p_yes_adj,Q2_p_yes_adj,Q3_p_yes_adj,Q4_p_yes_adj,Q5_p_yes_adj,gender_gap,gap1,gap2,gap3,gap4
Received gov transfers by banking?,3.15,3.35,2.27,2.64,2.74,3.29,4.58,-0.2,2.31,1.94,1.84,1.29
Received gov transfers by banking?,4.56,3.48,2.59,2.74,3.0,4.14,6.3,1.08,3.71,3.56,3.3,2.16
